,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
132,CTVNews,Thu Jun 04 01:53:59 +0000 2020,This Alberta fisherman suffered a cracked rib while reeling in a 77-kilogram sturgeon https://t.co/dc4716kpVS,-0.4939,0.0,0.198,0.802,68
133,CTVNews,Thu Jun 04 01:47:29 +0000 2020,'Of course there's systemic racism in Canada': Ont. premier changes his tune after criticism https://t.co/PVejgMVdEx,-0.7906,0.0,0.35,0.65,67
134,CTVNews,Thu Jun 04 01:45:02 +0000 2020,"Girl, 8, tortured to death in Pakistan for releasing pet parrots, police say https://t.co/QsNEvAQJrf https://t.co/paIhPZZLC0",-0.8176,0.0,0.366,0.634,66
135,CTVNews,Thu Jun 04 01:29:20 +0000 2020,'This is a public record': These are the pandemic moments Canadians are documenting https://t.co/NQrbRjQtNK https://t.co/ugMDRiRczQ,0.0,0.0,0.0,1.0,65
136,CTVNews,Thu Jun 04 01:15:01 +0000 2020,"Nunavut RCMP to consider body cameras as tension between police, Inuit grows https://t.co/bZnZu5S9vT https://t.co/C19oFFCDhm",-0.3182,0.0,0.15,0.85,64
137,CTVNews,Thu Jun 04 00:59:32 +0000 2020,Creator fires 'Law &amp; Order' spin-off writer for online posts https://t.co/xGOIr5ncdv https://t.co/5kHcgc011b,0.0,0.0,0.0,1.0,63
138,CTVNews,Thu Jun 04 00:45:01 +0000 2020,"No difference between racism in Canada and the U.S., activists say https://t.co/3X9RAPe9Ko https://t.co/39wzIEI91A",-0.743,0.0,0.364,0.636,62
139,CTVNews,Thu Jun 04 00:40:49 +0000 2020,"A man has been arrested for allegedly selling homemade dynamite in Philadelphia, where 50 ATMs have exploded in rec… https://t.co/AIGIcULSlV",-0.34,0.075,0.136,0.789,61
140,CTVNews,Thu Jun 04 00:29:20 +0000 2020,Pregnant elephant dies in India after eating explosive fruit trap https://t.co/NBArQZJHjU https://t.co/iGTEnYKiia,-0.3182,0.0,0.173,0.827,60
141,CTVNews,Thu Jun 04 00:24:30 +0000 2020,"Businesses in B.C.'s Columbia Valley are happy to see Alberta licence plates again, even though both provinces are… https://t.co/uClwsP0gpb",0.5719,0.171,0.0,0.829,59
142,CTVNews,Thu Jun 04 00:15:53 +0000 2020,German man identified as suspect in Madeleine McCann case https://t.co/cYXP8cbXTN https://t.co/AaERzKzaAI,-0.296,0.0,0.18,0.82,58
143,CTVNews,Thu Jun 04 00:08:23 +0000 2020,RT @rachaiello: EXCLUSIVE: Conservative leadership candidate and MP Derek Sloan is accusing the Liberals and Prime Minister Justin Trudeau…,0.1363,0.107,0.081,0.812,57
144,CTVNews,Wed Jun 03 23:59:59 +0000 2020,Snapchat to stop promoting Trump after controversial posts https://t.co/px1AMcLlJ0 https://t.co/ijHgldMSPh,-0.128,0.185,0.296,0.519,56
145,CTVNews,Wed Jun 03 23:54:23 +0000 2020,Alberta government moving to defend against federal 'gun grab' https://t.co/Vgcl8xvNh3 https://t.co/H7xUHT3cv6,-0.34,0.0,0.194,0.806,55
146,CTVNews,Wed Jun 03 23:45:01 +0000 2020,"Freeland says Canadians in Hong Kong are 'very, very welcome' to come home https://t.co/1cxV32sXyT https://t.co/ZAJFmYulBQ",0.5531,0.203,0.0,0.797,54
147,CTVNews,Wed Jun 03 23:29:18 +0000 2020,This is what you can expect from gyms as they begin to reopen https://t.co/BVcA85emlE https://t.co/2gV8r1bsDE,0.0,0.0,0.0,1.0,53
148,CTVNews,Wed Jun 03 23:19:36 +0000 2020,The COVID-19 pandemic has lawyers closely analyzing the oft-ignored clauses in legal agreements that cover 'acts of… https://t.co/dofJtln1wk,0.3818,0.184,0.0,0.816,52
149,CTVNews,Wed Jun 03 23:16:58 +0000 2020,Sloan accuses Liberals of 'effectively putting into law child abuse' with conversion therapy bill https://t.co/RFPDxLrZZW,-0.5719,0.135,0.307,0.558,51
150,CTVNews,Wed Jun 03 23:15:01 +0000 2020,"If Trudeau won't stand up to Trump, how will regular people: Singh https://t.co/wZWs8k7GQu https://t.co/cJfuOf6Yyc",0.0,0.0,0.0,1.0,50
151,CTVNews,Wed Jun 03 23:11:45 +0000 2020,"22 new cases of COVID-19 in B.C., 1 more death in last 24 hours https://t.co/stWK6uj0aa",-0.6361,0.0,0.23,0.77,49
152,CTVNews,Wed Jun 03 22:59:28 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/ExAWyHPQrC https://t.co/qDyn3hW6bB",0.0,0.0,0.0,1.0,48
153,CTVNews,Wed Jun 03 22:45:01 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/nGLzWsJPCc https://t.co/20O4IAwKcw,-0.1779,0.131,0.216,0.653,47
154,CTVNews,Wed Jun 03 22:37:39 +0000 2020,'Like a bad dream': Sister convinced online romance scam took more than her brother's savings… https://t.co/059uplqiXD,0.3818,0.386,0.257,0.357,46
155,CTVNews,Wed Jun 03 22:29:17 +0000 2020,Bank of Canada keeps key interest rate target on hold https://t.co/6EzHMtr5eX https://t.co/RAmUYqjKbT,0.4588,0.214,0.0,0.786,45
156,CTVNews,Wed Jun 03 22:26:46 +0000 2020,"Wedding planners say the COVID-19 pandemic won't cause us to rethink the traditional big, splashy ceremonies https://t.co/9K4gfdGu3F",0.0,0.0,0.0,1.0,44
157,CTVNews,Wed Jun 03 22:15:01 +0000 2020,Two-time Olympic gold medallist Haley Irwin retires from national hockey team https://t.co/OvgeMd0GGw https://t.co/bk1GRfj8N9,0.0,0.0,0.0,1.0,43
158,CTVNews,Wed Jun 03 22:15:00 +0000 2020,"""There's something different here"": Former U.S. president Barack Obama looked back at protests in the 1960s, saying… https://t.co/MwtoeAkwCf",-0.2263,0.0,0.101,0.899,42
159,CTVNews,Wed Jun 03 22:00:44 +0000 2020,"Alberta confirms 19 cases of COVID-19 after nearly 5,000 tests https://t.co/dOWFpkzGz3  undefined",0.0,0.0,0.0,1.0,41
160,CTVNews,Wed Jun 03 22:00:01 +0000 2020,Here's equity consultant @mskikeojo on why she thinks it's time to move beyond just being an ally to the black comm… https://t.co/KARHOVqMdu,0.0,0.0,0.0,1.0,40
161,CTVNews,Wed Jun 03 21:59:25 +0000 2020,Police officer fatally shot at Alabama motel; 2 in custody https://t.co/IESB9QwxsJ https://t.co/zWJCOGmTJy,-0.6369,0.0,0.276,0.724,39
162,CTVNews,Wed Jun 03 21:45:11 +0000 2020,Former U.S. president Barack Obama addressed the George Floyd protests throughout the United States and made a dire… https://t.co/CVhW9zx3zF,0.2263,0.129,0.088,0.783,38
163,CTVNews,Wed Jun 03 21:45:01 +0000 2020,'Searching for the guilty': Armenian PM asks citizens to share photos of pandemic rule breakers… https://t.co/HPAqqrO1d1,-0.1531,0.116,0.147,0.737,37
164,CTVNews,Wed Jun 03 21:36:11 +0000 2020,Ontario premier says COVID-19 tests of NHL players would be handled in private labs https://t.co/Apjv3w6mM1 https://t.co/bEMk3UIUNe,0.0,0.0,0.0,1.0,36
165,CTVNews,Wed Jun 03 21:36:07 +0000 2020,Police say an eight-year-old girl illegally hired as a maid in Pakistan was killed for letting her employers' pet p… https://t.co/QEnRbEbtbS,-0.6705,0.0,0.184,0.816,35
166,CTVNews,Wed Jun 03 21:29:17 +0000 2020,'This is a public record': These are the pandemic moments Canadians are documenting https://t.co/lPrdOKGVtW https://t.co/IIn2cRKAp0,0.0,0.0,0.0,1.0,34
167,CTVNews,Wed Jun 03 21:18:19 +0000 2020,WATCH LIVE: Former U.S. president Barack Obama holds town hall on protests in light of George Floyd’s death.… https://t.co/JJsZyWD8yT,-0.2263,0.0,0.095,0.905,33
168,CTVNews,Wed Jun 03 21:15:01 +0000 2020,Sacramento Kings broadcaster resigns after tweet to Cousins https://t.co/6uyoQKyUiL https://t.co/idkFlZvGSj,-0.3182,0.0,0.204,0.796,32
169,CTVNews,Wed Jun 03 21:06:17 +0000 2020,RCMP officers in Nunavut may start wearing body cameras https://t.co/YV6tR9SD2q,0.0,0.0,0.0,1.0,31
170,CTVNews,Wed Jun 03 21:02:25 +0000 2020,"Man goes berserk in Colwood, B.C., after drive-thru forgets mustard on burger https://t.co/nBPWPNzHUa https://t.co/5s8J6e8Iwc",0.0,0.0,0.0,1.0,30
171,CTVNews,Wed Jun 03 20:59:24 +0000 2020,NFL tells teams they must hold training camps at home https://t.co/EGG99u83it https://t.co/QUjXfjYV7I,0.0,0.0,0.0,1.0,29
172,CTVNews,Wed Jun 03 20:45:01 +0000 2020,"Ukraine soccer club has 25 virus cases among players, staff https://t.co/0yGuEYSZxV https://t.co/JRqvqJp5PC",0.0,0.0,0.0,1.0,28
173,CTVNews,Wed Jun 03 20:29:14 +0000 2020,"No difference between racism in Canada and the U.S., activists say https://t.co/HhSs9UEPV6 https://t.co/9HaVBhsyIl",-0.743,0.0,0.364,0.636,27
174,CTVNews,Wed Jun 03 20:15:02 +0000 2020,Pregnant elephant dies in India after eating explosive fruit trap https://t.co/h7Qy6Iy9ks https://t.co/gdhLiZSLcU,-0.3182,0.0,0.173,0.827,26
175,CTVNews,Wed Jun 03 19:59:22 +0000 2020,Scientists learn how tiny critters make ocean 'snot palaces' https://t.co/xzaLa8SDVx https://t.co/TzzFyD1BIP,0.0,0.0,0.0,1.0,25
176,CTVNews,Wed Jun 03 19:51:11 +0000 2020,German man identified as suspect in Madeleine McCann case https://t.co/vBCgfqvnO5,-0.296,0.0,0.196,0.804,24
177,CTVNews,Wed Jun 03 19:50:30 +0000 2020,"White House Press Secretary Kayleigh McEnany compared U.S. President Trump's walk to a historic church, which saw a… https://t.co/mHnXGsSqto",0.0,0.0,0.0,1.0,23
178,CTVNews,Wed Jun 03 19:47:08 +0000 2020,ICYMI: Honda recalls 1.4M vehicles worldwide to fix faulty fuel pumps https://t.co/aKAhdJzUmc,-0.3182,0.0,0.173,0.827,22
179,CTVNews,Wed Jun 03 19:45:02 +0000 2020,Creator fires 'Law &amp; Order' spin-off writer for online posts https://t.co/G9iWJJfiof https://t.co/0jAnZPofx7,0.0,0.0,0.0,1.0,21
180,CTVNews,Wed Jun 03 19:29:14 +0000 2020,This is what you can expect from gyms as they begin to reopen https://t.co/8BC2FaYJpY https://t.co/vnco275zw6,0.0,0.0,0.0,1.0,20
181,CTVNews,Wed Jun 03 19:26:39 +0000 2020,"Hydroxychloroquine not effective in preventing COVID-19 in people exposed to virus, new Canadian-led study finds… https://t.co/GEgpSXXtRM",-0.4176,0.06,0.215,0.725,19
182,CTVNews,Wed Jun 03 19:15:02 +0000 2020,"5 things to know for Wednesday, June 3, 2020 https://t.co/v4vukUMbFS https://t.co/CNp7W4lSFw",0.0,0.0,0.0,1.0,18
183,CTVNews,Wed Jun 03 19:02:43 +0000 2020,Ontario city considered COVID-19 hot spot warns 'reckless' backyard parties need to stop https://t.co/v0xRdeR4BD  h… https://t.co/wQ4EII8neG,-0.3818,0.129,0.3,0.571,17
184,CTVNews,Wed Jun 03 18:59:20 +0000 2020,Mayor: NYC has taken 'step forward' in restoring order https://t.co/JceOAhDUqn https://t.co/WDVeBHD6K8,0.296,0.18,0.0,0.82,16
185,CTVNews,Wed Jun 03 18:56:11 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/uzGcwNKF0E",0.0,0.0,0.0,1.0,15
186,CTVNews,Wed Jun 03 18:54:00 +0000 2020,All four former officers involved in George Floyd's killing now face charges: senator https://t.co/t4ElOiGtVO,-0.7579,0.0,0.351,0.649,14
187,CTVNews,Wed Jun 03 18:46:31 +0000 2020,Snapchat will no longer promote U.S. President Donald Trump's account on its platform in the wake of his controvers… https://t.co/p4lkyCIb8g,-0.5242,0.0,0.196,0.804,13
188,CTVNews,Wed Jun 03 18:45:01 +0000 2020,"Wuhan tests 10 million people, finds few infections https://t.co/huExjOWZH6 https://t.co/mAvxMmZ64m",0.0,0.0,0.0,1.0,12
189,CTVNews,Wed Jun 03 18:40:40 +0000 2020,"The hundreds of thousands of Canadians currently living in Hong Kong are 'very, very welcome' to come home anytime,… https://t.co/A9ffUUbPOT",0.5531,0.158,0.0,0.842,11
190,CTVNews,Wed Jun 03 18:36:22 +0000 2020,Small cluster of new COVID-19 cases linked to temporary foreign workers: Manitoba health officials… https://t.co/6OQl30i0He,0.0,0.0,0.0,1.0,10
191,CTVNews,Wed Jun 03 18:31:22 +0000 2020,"P.K. Subban donates US$50K to charity for George Floyd's daughter, says NHL matched https://t.co/g6LuLd3oAg",0.4215,0.177,0.0,0.823,9
192,CTVNews,Wed Jun 03 18:30:00 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/d66zBnzpSt https://t.co/WL8eh4xbCj,-0.1779,0.131,0.216,0.653,8
193,CTVNews,Wed Jun 03 18:15:02 +0000 2020,Bank of Canada keeps key interest rate target on hold https://t.co/LDIUOzSXgi https://t.co/ZyHD0NbPy8,0.4588,0.214,0.0,0.786,7
194,CTVNews,Wed Jun 03 18:03:28 +0000 2020,Watch LIVE updates from cities and provinces across Canada for the latest on the battle against COVID-19:… https://t.co/4Sk4BdEWjs,-0.3818,0.0,0.133,0.867,6
195,CTVNews,Wed Jun 03 17:59:20 +0000 2020,Police officer fatally shot at Alabama motel; 2 in custody https://t.co/OaDWITkLDv https://t.co/m72rUEEgOw,-0.6369,0.0,0.276,0.724,5
196,CTVNews,Wed Jun 03 17:49:02 +0000 2020,College football star from Calgary contracts novel coronavirus while protesting stateside https://t.co/F5FVHR8z3d… https://t.co/pzX3rRLRmc,-0.128,0.143,0.174,0.683,4
197,CTVNews,Wed Jun 03 17:45:01 +0000 2020,Trudeau positions Canada as champion of co-ordinated global recovery plan https://t.co/ckqR3Iqa7e https://t.co/sfXurh5L7a,0.5994,0.262,0.0,0.738,3
198,CTVNews,Wed Jun 03 17:33:01 +0000 2020,"Military ends mission to recover Cyclone helicopter crash wreckage, remains https://t.co/A1LDRQTiCe https://t.co/eBPwAgYUAV",-0.4019,0.0,0.197,0.803,2
199,CTVNews,Wed Jun 03 17:32:14 +0000 2020,Als head coach Jones says he received death threats as CFL player in Winnipeg https://t.co/oqVdi8araX https://t.co/HYFIlSiOY6,-0.7717,0.0,0.324,0.676,1
200,CNN,Thu Jun 04 04:10:00 +0000 2020,"New Orleans Saints QB Drew Brees is facing backlash after saying he will ""never agree with anybody disrespecting th… https://t.co/4s0D8LJcLb",-0.2755,0.0,0.1,0.9,100
201,CNN,Thu Jun 04 04:03:13 +0000 2020,"Floyd family attorney Benjamin Crump says his clients believe ""that first degree murder should have been the charge… https://t.co/kfRxOStCmJ",-0.6908,0.0,0.207,0.793,99
202,CNN,Thu Jun 04 04:01:04 +0000 2020,The White House posted and then deleted a tweet on Wednesday that falsely suggested a synagogue's rock-filled anti-… https://t.co/g0OnWXUl72,0.0,0.0,0.0,1.0,98
203,CNN,Thu Jun 04 03:46:04 +0000 2020,"This President has shown little, if any, interest in personal piety, famously saying he's never asked God for forgi… https://t.co/LEsTEqbE0M",0.2317,0.121,0.08,0.798,97
204,CNN,Thu Jun 04 03:41:03 +0000 2020,The NBA's Board of Governors is expected to approve a league proposal that would restart the season in Orlando util… https://t.co/Ed92FUIVwf,0.0,0.0,0.0,1.0,96
205,CNN,Thu Jun 04 03:36:07 +0000 2020,"Drew Brees, the popular New Orleans Saints quarterback, caught heat from the likes of LeBron James and his own team… https://t.co/QbSxzFilLZ",0.6808,0.228,0.0,0.772,95
206,CNN,Thu Jun 04 03:31:03 +0000 2020,The Minneapolis Board of Education voted unanimously on Tuesday to terminate the district's contract with the Minne… https://t.co/1xaiGB8S6T,0.0,0.0,0.0,1.0,94
207,CNN,Thu Jun 04 03:25:47 +0000 2020,New York Police Commissioner Dermot Shea says the NYPD are “flexible” as protesters remain on the streets past curf… https://t.co/2hM4B1rOSV,-0.2263,0.0,0.091,0.909,93
208,CNN,Thu Jun 04 03:25:20 +0000 2020,"""Anyone that looks at that video and isn't knocked off your feet, I don't know that you have a conscience,"" says Ne… https://t.co/vEexYL9lmA",0.0,0.0,0.0,1.0,92
209,CNN,Thu Jun 04 03:24:00 +0000 2020,"RT @CuomoPrimeTime: America needs a new normal, says @ChrisCuomo. 

""A fundamental disservice is done to too many in America…We must face t…",0.0,0.0,0.0,1.0,91
210,CNN,Thu Jun 04 03:23:47 +0000 2020,"""The people want change and they believe I am a change agent and that I symbolize hope,"" says Ferguson, MO, Mayor-e… https://t.co/ENSA1KKgMd",0.4939,0.174,0.0,0.826,90
211,CNN,Thu Jun 04 03:16:03 +0000 2020,British and German authorities are investigating a new suspect in connection with the disappearance of British chil… https://t.co/aDlIcl2TK3,-0.296,0.0,0.115,0.885,89
212,CNN,Thu Jun 04 03:01:05 +0000 2020,"Six Atlanta police officers were booked, five on felony charges, Wednesday after allegations of using excessive for… https://t.co/eya6wwb0WJ",-0.6808,0.0,0.259,0.741,88
213,CNN,Thu Jun 04 02:38:28 +0000 2020,"Nick Cordero's wife, Amanda Kloots, is not giving up on him.

Kloots took to Instagram to give fans another update… https://t.co/dtwBtp3ra7",-0.2584,0.0,0.092,0.908,87
214,CNN,Thu Jun 04 02:23:21 +0000 2020,A teen who has been in police custody since December in the killing of Barnard student Tessa Majors has pleaded gui… https://t.co/N3xc7f8O3u,-0.6597,0.0,0.173,0.827,86
215,CNN,Thu Jun 04 02:18:21 +0000 2020,Virginia Gov. Ralph Northam will announce on Thursday plans to remove a statue honoring Confederate Gen. Robert E.… https://t.co/11kVgOxQFQ,0.5106,0.155,0.0,0.845,85
216,CNN,Thu Jun 04 02:11:07 +0000 2020,"Senators rehashed the Russia probe at a testy hearing with former Deputy AG Rod Rosenstein, who defended Mueller, b… https://t.co/I1BJ1Pqz2C",0.0,0.0,0.0,1.0,84
217,CNN,Thu Jun 04 02:03:00 +0000 2020,Atlanta Mayor Keisha Lance Bottoms says she was surprised by the speed with which charges were brought against six… https://t.co/fSCsilhr4I,-0.0516,0.086,0.095,0.818,83
218,CNN,Thu Jun 04 02:01:09 +0000 2020,"""The device has been disabled and is being tracked. Local authorities will be alerted.""

Apple is actively disablin… https://t.co/6oXeg7rHz5",0.3182,0.113,0.0,0.887,82
219,CNN,Thu Jun 04 01:53:00 +0000 2020,"""Democracy doesn't work for us,"" says Kareem Abdul-Jabbar of black Americans. ""We are last hired, first fired. We h… https://t.co/U4IWxSwYHW",-0.5574,0.0,0.159,0.841,81
220,CNN,Thu Jun 04 04:10:00 +0000 2020,"New Orleans Saints QB Drew Brees is facing backlash after saying he will ""never agree with anybody disrespecting th… https://t.co/4s0D8LJcLb",-0.2755,0.0,0.1,0.9,80
221,CNN,Thu Jun 04 04:03:13 +0000 2020,"Floyd family attorney Benjamin Crump says his clients believe ""that first degree murder should have been the charge… https://t.co/kfRxOStCmJ",-0.6908,0.0,0.207,0.793,79
222,CNN,Thu Jun 04 04:01:04 +0000 2020,The White House posted and then deleted a tweet on Wednesday that falsely suggested a synagogue's rock-filled anti-… https://t.co/g0OnWXUl72,0.0,0.0,0.0,1.0,78
223,CNN,Thu Jun 04 03:46:04 +0000 2020,"This President has shown little, if any, interest in personal piety, famously saying he's never asked God for forgi… https://t.co/LEsTEqbE0M",0.2317,0.121,0.08,0.798,77
224,CNN,Thu Jun 04 03:41:03 +0000 2020,The NBA's Board of Governors is expected to approve a league proposal that would restart the season in Orlando util… https://t.co/Ed92FUIVwf,0.0,0.0,0.0,1.0,76
225,CNN,Thu Jun 04 03:36:07 +0000 2020,"Drew Brees, the popular New Orleans Saints quarterback, caught heat from the likes of LeBron James and his own team… https://t.co/QbSxzFilLZ",0.6808,0.228,0.0,0.772,75
226,CNN,Thu Jun 04 03:31:03 +0000 2020,The Minneapolis Board of Education voted unanimously on Tuesday to terminate the district's contract with the Minne… https://t.co/1xaiGB8S6T,0.0,0.0,0.0,1.0,74
227,CNN,Thu Jun 04 03:25:47 +0000 2020,New York Police Commissioner Dermot Shea says the NYPD are “flexible” as protesters remain on the streets past curf… https://t.co/2hM4B1rOSV,-0.2263,0.0,0.091,0.909,73
228,CNN,Thu Jun 04 03:25:20 +0000 2020,"""Anyone that looks at that video and isn't knocked off your feet, I don't know that you have a conscience,"" says Ne… https://t.co/vEexYL9lmA",0.0,0.0,0.0,1.0,72
229,CNN,Thu Jun 04 03:24:00 +0000 2020,"RT @CuomoPrimeTime: America needs a new normal, says @ChrisCuomo. 

""A fundamental disservice is done to too many in America…We must face t…",0.0,0.0,0.0,1.0,71
230,CNN,Thu Jun 04 03:23:47 +0000 2020,"""The people want change and they believe I am a change agent and that I symbolize hope,"" says Ferguson, MO, Mayor-e… https://t.co/ENSA1KKgMd",0.4939,0.174,0.0,0.826,70
231,CNN,Thu Jun 04 03:16:03 +0000 2020,British and German authorities are investigating a new suspect in connection with the disappearance of British chil… https://t.co/aDlIcl2TK3,-0.296,0.0,0.115,0.885,69
232,CNN,Thu Jun 04 03:01:05 +0000 2020,"Six Atlanta police officers were booked, five on felony charges, Wednesday after allegations of using excessive for… https://t.co/eya6wwb0WJ",-0.6808,0.0,0.259,0.741,68
233,CNN,Thu Jun 04 02:38:28 +0000 2020,"Nick Cordero's wife, Amanda Kloots, is not giving up on him.

Kloots took to Instagram to give fans another update… https://t.co/dtwBtp3ra7",-0.2584,0.0,0.092,0.908,67
234,CNN,Thu Jun 04 02:23:21 +0000 2020,A teen who has been in police custody since December in the killing of Barnard student Tessa Majors has pleaded gui… https://t.co/N3xc7f8O3u,-0.6597,0.0,0.173,0.827,66
235,CNN,Thu Jun 04 02:18:21 +0000 2020,Virginia Gov. Ralph Northam will announce on Thursday plans to remove a statue honoring Confederate Gen. Robert E.… https://t.co/11kVgOxQFQ,0.5106,0.155,0.0,0.845,65
236,CNN,Thu Jun 04 02:11:07 +0000 2020,"Senators rehashed the Russia probe at a testy hearing with former Deputy AG Rod Rosenstein, who defended Mueller, b… https://t.co/I1BJ1Pqz2C",0.0,0.0,0.0,1.0,64
237,CNN,Thu Jun 04 02:03:00 +0000 2020,Atlanta Mayor Keisha Lance Bottoms says she was surprised by the speed with which charges were brought against six… https://t.co/fSCsilhr4I,-0.0516,0.086,0.095,0.818,63
238,CNN,Thu Jun 04 02:01:09 +0000 2020,"""The device has been disabled and is being tracked. Local authorities will be alerted.""

Apple is actively disablin… https://t.co/6oXeg7rHz5",0.3182,0.113,0.0,0.887,62
239,CNN,Thu Jun 04 01:53:00 +0000 2020,"""Democracy doesn't work for us,"" says Kareem Abdul-Jabbar of black Americans. ""We are last hired, first fired. We h… https://t.co/U4IWxSwYHW",-0.5574,0.0,0.159,0.841,61
240,CNN,Thu Jun 04 01:46:09 +0000 2020,"RT @AC360: ""Burned out church, a Bible in his hand, the country divided, and he couldn't think of anything to say except to ask a bunch of…",0.4939,0.11,0.0,0.89,60
241,CNN,Thu Jun 04 01:45:40 +0000 2020,"""The District of Columbia is looking very carefully at the federal government's actions,"" says Washington, DC, Atto… https://t.co/C0BikupAYE",0.2006,0.095,0.0,0.905,59
242,CNN,Thu Jun 04 01:44:45 +0000 2020,"Washington, DC, Attorney General Karl Racine says his office will prosecute criminal conduct and destruction of pro… https://t.co/UyZLRA9NwD",-0.8689,0.0,0.395,0.605,58
243,CNN,Thu Jun 04 01:44:07 +0000 2020,“I think also in that letter ... General Mattis may also be characterizing President Trump as a danger to the Const… https://t.co/iK6eCaqvYM,-0.5267,0.0,0.139,0.861,57
244,CNN,Thu Jun 04 01:43:32 +0000 2020,"""Donald Trump is the first president in my lifetime who does not try to unite the American people—does not even pre… https://t.co/y4wCtgZcgm",0.0,0.0,0.0,1.0,56
245,CNN,Thu Jun 04 01:42:24 +0000 2020,Minnesota Attorney General Keith Ellison says he is committed to charging the officers involved in the death of Geo… https://t.co/vRK8nIMWRh,-0.4215,0.088,0.163,0.75,55
246,CNN,Thu Jun 04 01:36:23 +0000 2020,"These eighth-graders spent the entire year raising $2,800 for a rafting trip. Rather than mope after the trip's can… https://t.co/9mT036wx8S",-0.4404,0.0,0.132,0.868,54
247,CNN,Thu Jun 04 01:21:01 +0000 2020,"Nearly three dozen of Facebook's earliest employees wrote an open letter addressing Facebook's leadership, calling… https://t.co/PgXTNskJXf",0.0,0.0,0.0,1.0,53
248,CNN,Thu Jun 04 01:11:01 +0000 2020,Six Atlanta police officers have been booked after charges were filed against them related to a tasing incident in… https://t.co/f9a3CYVGAc,-0.2732,0.0,0.1,0.9,52
249,CNN,Thu Jun 04 01:10:04 +0000 2020,"Catch up on business news:

➡️ Several senior execs in the chicken industry indicted for alleged price-fixing consp… https://t.co/S5DtMDGrEy",0.0,0.0,0.0,1.0,51
250,CNN,Thu Jun 04 01:06:23 +0000 2020,"Johnny Majors, the college football coach who led the University of Tennessee to three SEC championships and the Un… https://t.co/pYyU4VhAro",0.4939,0.144,0.0,0.856,50
251,CNN,Thu Jun 04 01:01:04 +0000 2020,"The police killing of George Floyd has resonated around the world. In London — some 4,000 miles from where Floyd di… https://t.co/D5ZrDiq0cG",-0.6597,0.0,0.173,0.827,49
252,CNN,Thu Jun 04 00:51:06 +0000 2020,A Florida police officer is under investigation for allegedly shoving a black protester who was kneeling during a p… https://t.co/uJx7miAmFw,0.0,0.0,0.0,1.0,48
253,CNN,Thu Jun 04 00:45:22 +0000 2020,Republican Sen. Rand Paul of Kentucky holds up anti-lynching legislation as he seeks changes to the bill https://t.co/EU2jNQpyu6,0.0,0.0,0.0,1.0,47
254,CNN,Thu Jun 04 00:41:05 +0000 2020,"President Trump's message of law and order has manifested itself in Washington, DC, in a way he's threatened to do… https://t.co/JuMubmzLTS",-0.4588,0.0,0.13,0.87,46
255,CNN,Thu Jun 04 00:31:06 +0000 2020,"It was Barr, serving as then-Pres. George H.W. Bush's attorney general, who helmed the federal response during 1992… https://t.co/o8kVe2Xf4a",0.0,0.0,0.0,1.0,45
256,CNN,Thu Jun 04 00:23:54 +0000 2020,"Tropical Storm Cristobal made landfall Wednesday morning in Mexico, and if the storm holds together, it could loop… https://t.co/KU1oVUi5GG",0.0,0.0,0.0,1.0,44
257,CNN,Thu Jun 04 00:21:03 +0000 2020,"Former Secretary of Defense James Mattis castigated Pres. Trump as ""the first president in my lifetime who does not… https://t.co/PPLyFLvLZ3",0.128,0.073,0.0,0.927,43
258,CNN,Thu Jun 04 00:05:22 +0000 2020,Former President Jimmy Carter became the latest — and final — living former president to weigh in on the death of G… https://t.co/4Qhf46bBsq,-0.5994,0.0,0.151,0.849,42
259,CNN,Thu Jun 04 00:03:30 +0000 2020,"RT @OutFrontCNN: Protests are underway as the officer seen in a video with his knee on George Floyd’s neck, faces upgraded charges and the…",-0.4588,0.0,0.154,0.846,41
260,CNN,Thu Jun 04 00:01:42 +0000 2020,House Democrats are demanding that four federal agencies explain the decision on Monday to clear protesters out of… https://t.co/C59Y4SWPPC,-0.0516,0.116,0.17,0.714,40
261,CNN,Wed Jun 03 23:55:31 +0000 2020,"Right now, about 74,000 Guardsmen have been activated across the US. That's more than at any other point in recent… https://t.co/DjtkGhQvMW",0.0,0.0,0.0,1.0,39
262,CNN,Wed Jun 03 23:48:14 +0000 2020,"Former President Jimmy Carter said ""silence can be as deadly as violence,"" and called on Americans in positions of… https://t.co/Otw6XFgypX",-0.6249,0.0,0.177,0.823,38
263,CNN,Wed Jun 03 23:45:38 +0000 2020,"The Senate has approved a House-passed Paycheck Protection Program reform bill to help struggling small businesses,… https://t.co/o2dVgAjmMT",0.4019,0.247,0.126,0.628,37
264,CNN,Wed Jun 03 23:38:58 +0000 2020,"Prosecutors have now charged all four officers involved in the death of George Floyd. On #TheDailyDC podcast, forme… https://t.co/cWomS4OjqH",-0.6908,0.0,0.251,0.749,36
265,CNN,Wed Jun 03 23:38:52 +0000 2020,RT @OutFrontCNN: All of the former Minneapolis police officers charged in connection with the death of George Floyd are now in custody http…,-0.6908,0.0,0.213,0.787,35
